cliente_id,idade,genero,tempo_relacionamento_meses,categoria_fidelidade,ticket_medio_mensal,forma_pagamento,reclamacoes_registradas,pedidos_no_show,nota_satisfacao,data_cadastro,cliente_inativo
1850,28.0,fem,33,prata,85.88,Cartão de Crédito,2,0,,2024-07-21,não
873,25.0,F,18,Ouro,177.85,  Boleto ,0,2,4.0,2023-05-24,Não
1897,,fem,39,prata,88.23,  Cartão de Crédito ,1,1,2.0,29/08/2021,1
888,29.0,F,13,PRATA,81.38,Cartão de Crédito,1,0,2.0,11/10/2021,No
889,18.0,Feminino,17,PRATA,91.83,  Cartão de Crédito ,0,2,3.0,27/07/2023,No
1451,36.0,fem,9,Bronze,32.99,Boleto,3,0,3.0,2023-09-12,1
664,30.0,M,44,BRONZE,,Cartão de Crédito,0,0,,2023-04-30,Não
796,36.0,fem,45,PRATA,79.28,Pix,0,3,5.0,11/12/2022,Não
632,38.0,Masculino,57,PRATA,"R$ 101,97",Pix,4,2,5.0,20/12/2023,Não
499,75.0,M,10,bronze,37.95,Pix,0,0,5.0,24/04/2023,não
2132,78.0,feminino,20,ouro,169.94,Pix,0,0,4.0,2021-09-02,Não
1963,26.0,M,40,OURO,152.13,Boleto,0,0,2.0,2024-07-08,0
1592,39.0,Masculino,13,bronze,52.18,Pix,0,2,3.0,2023-12-03,No
1978,39.0,F,51,Ouro,159.02,Cartão de Crédito,3,0,,27/12/2023,N
2149,70.0,fem,55,PRATA,,Boleto,4,4,3.0,2024-08-20,1
433,69.0,masc,65,Ouro,"R$ 157,39",Cartão de Crédito,3,2,4.0,2024-02-10,não
1382,35.0,feminino,55,PRATA,91.85,Pix,0,0,3.0,2023-05-24,Não
1135,56.0,F,6,Bronze,47.52,Cartão de Crédito,1,2,,2022-08-28,Não
1472,61.0,masc,7,PRATA,89.16,Pix,1,3,3.0,2024-10-28,No
69,22.0,Feminino,9,PRATA,97.75,Pix,3,1,2.0,07/12/2021,1
1957,50.0,M,51,Ouro,155.43,Pix,0,1,3.0,29/07/2024,0
618,34.0,Masculino,62,prata,99.57,Cartão de Crédito,0,1,3.0,07/02/2022,não
1864,41.0,masculino,37,PRATA,"R$ 92,29",Pix,2,5,3.0,2021-02-22,S
1427,59.0,F,55,Ouro,185.44,Cartão de Crédito,0,5,4.0,06/09/2023,0
124,47.0,Masculino,47,Bronze,54.25,Pix,1,1,3.0,2024-01-30,S
574,21.0,fem,51,BRONZE,35.5,Pix,2,3,4.0,15/07/2023,não
335,46.0,fem,57,Ouro,"R$ 147,48",Pix,0,1,4.0,02/06/2021,Não
834,26.0,masc,8,Bronze,"R$ 37,51",Pix,1,1,3.0,29/08/2024,N
339,30.0,masculino,38,Bronze,35.4,Pix,2,1,3.0,06/04/2021,Sim
1847,42.0,feminino,33,Bronze,44.66,  Pix ,1,2,2.0,2024-09-17,S
1508,47.0,M,54,Prata,87.51,Pix,0,4,4.0,14/07/2021,sim
665,175.0,F,7,bronze,50.01,Pix,0,8,4.0,2022-07-22,No
384,32.0,M,47,Bronze,"R$ 57,91",Pix,0,0,4.0,2022-04-16,não
1771,38.0,F,34,OURO,165.75,Pix,2,1,3.0,04/11/2021,N
919,33.0,Masculino,2,bronze,39.29,Pix,1,0,4.0,2024-09-06,N
56,20.0,F,49,PRATA,"R$ 90,71",Cartão de Crédito,2,2,4.0,2024-02-15,0
2175,32.0,M,22,prata,"R$ 91,99",Pix,2,0,3.0,27/08/2024,N
582,69.0,F,67,Bronze,"R$ 49,18",Boleto,2,0,2.0,2023-08-23,Yes
1289,24.0,feminino,32,Bronze,46.26,Cartão de Crédito,1,3,1.0,2024-02-03,Yes
1894,62.0,fem,32,bronze,43.63,Cartão de Crédito,1,0,3.0,17/10/2024,0
1026,21.0,M,55,ouro,154.76,Cartão de Crédito,0,0,2.0,2023-07-03,sim
2004,46.0,M,10,Prata,,  Pix ,2,2,5.0,27/03/2022,não
171,24.0,M,4,prata,87.48,  Cartão de Crédito ,2,2,5.0,04/06/2022,1
829,71.0,F,16,PRATA,101.85,Cartão de Crédito,3,3,3.0,09/06/2021,Yes
174,62.0,feminino,29,bronze,47.38,Boleto,2,0,4.0,2022-04-06,Não
1171,56.0,fem,71,ouro,171.81,Cartão de Crédito,1,2,2.0,24/07/2021,N
801,18.0,fem,56,Ouro,178.49,Cartão de Crédito,4,1,3.0,2021-04-11,Sim
856,70.0,F,34,PRATA,90.37,Cartão de Crédito,1,1,4.0,14/06/2022,0
958,57.0,Masculino,71,Bronze,51.28,Cartão de Crédito,2,2,3.0,2022-12-04,No
838,30.0,fem,11,bronze,40.68,Cartão de Crédito,6,0,4.0,2021-05-05,sim
327,32.0,Masculino,34,Ouro,166.77,Cartão de Crédito,0,2,4.0,19/02/2022,No
504,71.0,M,60,ouro,"R$ 160,20",Pix,4,0,,15/01/2023,Sim
1204,65.0,Masculino,70,Ouro,156.06,Pix,2,0,5.0,2023-01-08,N
1492,48.0,F,45,PRATA,"R$ 84,18",Boleto,1,1,4.0,2023-11-19,Não
1923,69.0,masculino,70,ouro,154.45,  Pix ,2,0,,03/11/2022,N
410,18.0,masculino,59,bronze,"R$ 48,38",Pix,1,1,4.0,25/09/2024,No
1133,67.0,fem,18,bronze,63.3,Boleto,1,1,3.0,30/03/2024,sim
298,45.0,F,64,Bronze,"R$ 51,06",Pix,1,2,2.0,19/04/2021,sim
926,76.0,F,64,bronze,"R$ 55,83",Cartão de Crédito,1,0,,29/03/2022,1
1456,22.0,M,35,BRONZE,,Cartão de Crédito,2,0,5.0,2022-12-23,0
2140,,M,36,OURO,167.21,Pix,1,0,3.0,12/07/2024,Não
531,55.0,,69,BRONZE,43.04,Boleto,1,1,3.0,2021-07-19,0
729,48.0,feminino,14,Bronze,24.01,Pix,1,0,2.0,2022-11-03,Não
1796,30.0,masculino,24,BRONZE,"R$ 42,32",Boleto,0,1,2.0,29/12/2023,Sim
1730,24.0,fem,53,Ouro,"R$ 160,71",  Cartão de Crédito ,1,0,3.0,31/01/2023,Não
1039,45.0,M,63,BRONZE,"R$ 36,52",  Pix ,0,1,4.0,2022-06-24,Não
1803,46.0,fem,3,ouro,"R$ 159,65",Pix,0,1,4.0,26/03/2021,N
672,56.0,Masculino,70,prata,87.34,Pix,3,1,3.0,11/12/2021,0
649,77.0,feminino,20,prata,"R$ 105,12",  Pix ,1,5,4.0,2023-05-03,Não
252,48.0,masc,64,Prata,91.09,Cartão de Crédito,0,5,4.0,2023-09-04,0
2007,44.0,Feminino,65,Bronze,"R$ 36,36",Cartão de Crédito,1,0,4.0,18/02/2024,Não
726,25.0,,13,prata,86.79,Cartão de Crédito,2,1,4.0,2022-12-15,1
2000,35.0,Feminino,17,bronze,"R$ 34,99",Cartão de Crédito,1,0,3.0,2021-11-07,0
1840,52.0,F,27,OURO,151.53,,0,0,2.0,2024-05-15,não
202,74.0,Masculino,41,PRATA,91.92,Pix,0,0,1.0,13/10/2021,No
1694,42.0,Feminino,15,PRATA,"R$ 73,01",Boleto,3,3,3.0,2022-01-31,1
1388,38.0,Feminino,49,PRATA,"R$ 82,05",Boleto,1,0,4.0,2022-10-09,0
532,28.0,Feminino,38,Bronze,55.27,Cartão de Crédito,1,0,5.0,21/05/2023,Não
408,26.0,F,19,Bronze,50.8,Cartão de Crédito,2,0,,2021-04-17,Não
200,77.0,masc,53,PRATA,86.17,Pix,1,2,3.0,07/10/2022,N
474,46.0,F,14,PRATA,91.6,Pix,1,2,3.0,06/08/2023,N
715,75.0,M,29,Prata,79.83,,1,3,3.0,2021-07-18,não
1314,70.0,,11,ouro,,Boleto,1,0,3.0,2022-12-07,1
693,75.0,Feminino,26,PRATA,96.62,Cartão de Crédito,1,0,4.0,01/06/2024,0
1683,20.0,M,41,prata,78.78,Cartão de Crédito,1,0,3.0,29/07/2024,N
1733,61.0,M,50,Prata,72.38,Pix,0,2,3.0,25/07/2022,No
1795,47.0,fem,37,BRONZE,"R$ 34,69",Pix,2,2,4.0,17/08/2024,0
217,22.0,feminino,44,bronze,,,3,0,2.0,01/01/2022,No
1648,59.0,fem,26,Prata,99.8,Cartão de Crédito,0,4,5.0,2024-09-30,N
254,38.0,M,34,prata,97.96,  Cartão de Crédito ,2,0,,28/10/2024,não
153,74.0,masculino,51,BRONZE,45.05,  Cartão de Crédito ,2,1,2.0,04/01/2023,N
1523,29.0,masc,54,Ouro,"R$ 162,73",Pix,2,0,3.0,18/09/2021,Sim
1646,36.0,Masculino,34,prata,95.31,Boleto,2,2,3.0,2023-11-30,N
818,24.0,masc,16,BRONZE,58.17,Pix,1,0,4.0,31/05/2021,0
1153,44.0,Feminino,8,Bronze,46.29,Pix,0,3,4.0,27/10/2022,N
1991,50.0,,31,bronze,37.35,  Cartão de Crédito ,2,2,5.0,20/05/2021,não
985,54.0,Masculino,45,bronze,48.06,Pix,1,0,2.0,2021-06-19,Não
479,59.0,M,42,prata,95.72,Cartão de Crédito,2,1,5.0,2021-01-25,0
1496,,Masculino,46,BRONZE,41.46,Cartão de Crédito,2,4,4.0,29/08/2022,Não
1722,63.0,F,44,Ouro,168.52,Boleto,1,0,2.0,2021-06-12,N
2185,57.0,M,28,ouro,,Boleto,0,1,2.0,2023-01-31,No
1181,55.0,masculino,60,bronze,50.08,Cartão de Crédito,0,0,4.0,04/05/2024,Não
1643,45.0,feminino,40,Prata,"R$ 94,89",Pix,0,1,3.0,31/03/2024,N
1924,44.0,masculino,19,BRONZE,56.88,Pix,1,2,3.0,2022-06-08,não
1603,69.0,M,58,BRONZE,48.64,Cartão de Crédito,3,0,4.0,2021-07-20,No
2051,28.0,fem,30,BRONZE,43.12,  Cartão de Crédito ,0,3,4.0,27/12/2023,N
1650,69.0,Masculino,16,BRONZE,51.75,Cartão de Crédito,0,0,1.0,2022-11-23,Não
1944,19.0,Feminino,32,BRONZE,"R$ 54,09",Cartão de Crédito,2,2,4.0,21/06/2022,Não
1009,63.0,M,30,bronze,59.43,Pix,1,0,2.0,14/02/2021,0
1839,31.0,F,22,Bronze,44.84,Pix,3,0,2.0,30/08/2024,0
968,37.0,masculino,20,BRONZE,"R$ 37,12",Boleto,4,1,5.0,2024-01-30,não
1585,57.0,M,70,Prata,"R$ 87,10",  Cartão de Crédito ,1,1,,2022-10-01,N
1268,,F,19,Bronze,38.81,Cartão de Crédito,2,1,4.0,16/04/2024,No
973,47.0,fem,31,PRATA,83.98,Boleto,1,0,5.0,13/02/2024,N
188,41.0,M,70,bronze,45.47,Pix,0,2,3.0,01/08/2021,1
247,64.0,fem,55,Bronze,37.27,Pix,2,0,3.0,2022-08-24,N
1137,62.0,,38,PRATA,98.15,Boleto,1,0,4.0,2024-04-07,N
1809,23.0,fem,14,BRONZE,"R$ 46,40",  Cartão de Crédito ,2,0,5.0,29/04/2024,não
284,136.0,Masculino,23,BRONZE,42.18,Pix,0,6,3.0,08/03/2024,0
1396,54.0,Feminino,21,ouro,157.85,Pix,1,1,2.0,2021-01-17,não
1134,65.0,feminino,61,Bronze,32.94,Cartão de Crédito,1,2,4.0,2021-06-09,N
904,72.0,Feminino,32,Prata,92.02,Boleto,1,2,4.0,2023-02-23,N
1503,32.0,masc,18,prata,93.28,Boleto,1,1,5.0,2023-01-28,não
976,31.0,masc,40,Bronze,40.05,Cartão de Crédito,1,3,4.0,2021-01-07,N
2121,65.0,F,47,Ouro,158.86,Cartão de Crédito,1,0,2.0,21/01/2024,No
123,58.0,feminino,25,bronze,55.87,  Pix ,2,0,3.0,08/12/2022,No
1484,24.0,M,41,PRATA,87.77,  Boleto ,3,1,1.0,26/07/2021,Yes
1761,41.0,fem,68,bronze,36.58,Pix,0,0,4.0,18/05/2023,N
870,20.0,feminino,5,bronze,29.88,Cartão de Crédito,0,5,3.0,2021-10-09,Yes
1309,43.0,Masculino,5,PRATA,79.91,Cartão de Crédito,1,4,,2022-12-02,Sim
1257,31.0,fem,54,Ouro,"R$ 154,94",Cartão de Crédito,1,0,4.0,2023-11-01,N
757,63.0,Masculino,8,BRONZE,,Cartão de Crédito,0,6,5.0,22/04/2023,sim
68,40.0,Feminino,52,PRATA,72.51,Boleto,0,0,3.0,2024-06-29,No
1344,53.0,Masculino,55,bronze,"R$ 41,71",Boleto,1,1,4.0,13/03/2023,No
333,37.0,masc,66,Prata,81.73,Cartão de Crédito,0,7,5.0,2023-09-16,N
337,77.0,M,24,Prata,80.58,Boleto,4,1,5.0,29/05/2022,Sim
913,41.0,masc,5,PRATA,79.31,  Cartão de Crédito ,2,0,,03/10/2024,S
1676,78.0,Feminino,43,BRONZE,43.4,Cartão de Crédito,2,0,,2022-12-08,S
473,44.0,M,61,Bronze,"R$ 57,81",  Cartão de Crédito ,0,2,3.0,2024-07-29,não
902,20.0,fem,10,BRONZE,40.2,Cartão de Crédito,0,1,,18/11/2021,0
1399,19.0,masc,21,ouro,"R$ 177,61",Pix,0,2,5.0,09/11/2023,No
1914,66.0,Feminino,70,PRATA,85.0,Pix,2,2,3.0,21/06/2024,0
478,19.0,,63,OURO,158.1,Pix,2,3,4.0,2022-04-01,No
1341,51.0,feminino,53,OURO,169.21,Pix,0,2,3.0,2024-01-14,No
2080,25.0,Feminino,60,Prata,75.81,Pix,1,9,3.0,2022-05-20,S
133,23.0,F,20,ouro,148.05,Cartão de Crédito,3,4,3.0,2024-07-12,S
2053,40.0,F,70,BRONZE,45.07,Cartão de Crédito,2,8,4.0,03/04/2023,S
982,61.0,F,14,bronze,41.48,Cartão de Crédito,0,0,4.0,15/01/2024,No
1624,19.0,masculino,13,Bronze,"R$ 43,06",Cartão de Crédito,0,1,4.0,2022-10-18,No
257,,feminino,60,prata,92.87,Pix,0,1,3.0,27/04/2021,não
551,67.0,masc,18,BRONZE,50.04,Cartão de Crédito,2,0,3.0,2023-12-03,sim
1322,35.0,Feminino,24,OURO,160.25,Boleto,0,5,,05/05/2024,não
899,22.0,fem,14,BRONZE,"R$ 52,50",Pix,0,0,3.0,2022-04-22,N
290,47.0,masc,26,PRATA,94.05,Pix,1,0,,25/03/2023,não
1692,73.0,feminino,66,Prata,"R$ 91,45",  Pix ,1,4,5.0,09/08/2024,No
778,25.0,F,64,prata,99.91,Pix,2,0,3.0,24/06/2024,sim
54,46.0,Feminino,36,PRATA,88.4,Pix,3,2,3.0,23/05/2022,0
558,72.0,M,46,PRATA,"R$ 88,12",  Pix ,1,2,3.0,23/09/2024,0
41,28.0,F,16,BRONZE,41.23,Pix,1,0,3.0,26/01/2021,não
1549,48.0,Feminino,66,bronze,50.86,Pix,2,0,4.0,16/09/2024,S
262,28.0,Masculino,16,PRATA,"R$ 96,33",Cartão de Crédito,0,1,4.0,2023-02-27,não
1632,73.0,fem,15,prata,"R$ 94,73",Pix,0,0,5.0,09/08/2022,N
84,69.0,masc,56,Prata,"R$ 105,56",Pix,0,0,2.0,10/04/2021,No
1447,76.0,Feminino,46,Bronze,"R$ 50,23",Cartão de Crédito,0,3,4.0,30/12/2023,Não
1084,52.0,fem,7,BRONZE,"R$ 54,80",Cartão de Crédito,1,2,3.0,21/10/2023,não
2065,54.0,masc,43,Prata,104.77,Cartão de Crédito,0,0,3.0,2023-05-13,não
1815,72.0,F,21,prata,88.29,Boleto,2,3,2.0,01/04/2024,Yes
31,45.0,F,45,BRONZE,48.78,Cartão de Crédito,0,0,3.0,25/04/2021,No
1307,33.0,masc,60,Prata,"R$ 93,03",Cartão de Crédito,2,1,4.0,21/08/2023,N
1997,52.0,Masculino,40,Bronze,40.53,Cartão de Crédito,2,6,5.0,2024-07-14,não
1252,43.0,Feminino,4,PRATA,"R$ 92,70",Boleto,1,4,4.0,2021-08-03,Yes
1021,21.0,masculino,50,Bronze,55.64,Boleto,0,1,4.0,2023-06-21,N
1899,64.0,Feminino,57,prata,88.89,Cartão de Crédito,0,1,4.0,11/06/2023,N
1115,30.0,masc,29,Bronze,"R$ 55,30",Pix,1,0,5.0,2024-10-19,0
2139,51.0,feminino,53,prata,91.65,Cartão de Crédito,2,0,4.0,08/03/2021,não
49,60.0,Masculino,12,bronze,47.87,  Pix ,3,7,4.0,2021-05-28,Sim
1793,39.0,Feminino,10,Bronze,39.51,Boleto,0,0,1.0,03/09/2021,Sim
894,78.0,masc,18,OURO,160.85,  Boleto ,1,0,4.0,26/10/2024,não
154,36.0,M,33,PRATA,83.85,Cartão de Crédito,0,0,,31/12/2021,N
395,62.0,M,22,BRONZE,47.34,Pix,0,0,2.0,19/01/2024,Não
269,55.0,Masculino,2,prata,90.94,Pix,2,5,4.0,2023-07-27,1
386,25.0,M,40,bronze,40.01,Boleto,2,5,3.0,20/11/2021,S
42,65.0,F,48,Bronze,45.23,Cartão de Crédito,2,1,3.0,04/02/2023,Sim
598,66.0,Feminino,41,Bronze,,Pix,0,1,4.0,2022-10-13,não
1090,26.0,Masculino,14,bronze,"R$ 34,99",Pix,0,0,5.0,2022-09-05,não
681,62.0,Masculino,3,BRONZE,49.49,Pix,2,1,4.0,07/10/2023,1
1950,37.0,Masculino,28,BRONZE,38.18,Cartão de Crédito,0,1,4.0,2022-03-14,Sim
525,37.0,F,57,bronze,39.62,Pix,1,0,3.0,2024-04-17,No
1253,22.0,M,33,bronze,36.96,Cartão de Crédito,0,6,3.0,29/02/2024,não
2144,55.0,Feminino,19,BRONZE,49.87,Boleto,2,2,3.0,2021-08-24,Não
1789,47.0,masc,30,OURO,"R$ 149,02",Boleto,0,0,3.0,2024-05-14,Não
1017,41.0,Masculino,1,BRONZE,"R$ 43,58",Pix,1,0,2.0,17/08/2022,0
1543,23.0,M,67,Ouro,"R$ 148,59",Cartão de Crédito,0,5,4.0,11/02/2021,No
1201,72.0,Masculino,58,Bronze,49.72,Pix,0,0,3.0,2022-03-17,não
2001,72.0,M,49,BRONZE,,Pix,1,0,4.0,25/01/2021,0
226,36.0,feminino,40,Prata,88.9,Pix,1,2,3.0,15/09/2022,Não
1468,41.0,masculino,13,bronze,42.22,Boleto,1,9,3.0,04/01/2022,1
2108,26.0,F,57,bronze,43.55,Pix,1,0,,2023-11-13,0
1188,55.0,M,53,Ouro,166.46,Pix,3,2,2.0,2022-09-10,S
1563,33.0,feminino,41,BRONZE,55.52,Cartão de Crédito,2,1,1.0,15/08/2022,S
2155,61.0,masculino,35,OURO,,Boleto,0,1,4.0,10/04/2021,N
206,34.0,F,59,Bronze,"R$ 34,54",  Pix ,2,0,4.0,2024-01-13,N
1028,35.0,Feminino,27,bronze,45.17,Pix,0,0,2.0,24/08/2021,sim
1995,64.0,masculino,41,Bronze,56.89,Pix,0,0,3.0,22/02/2022,0
1672,53.0,masculino,8,bronze,45.97,Boleto,2,3,2.0,2021-09-08,Yes
1047,32.0,F,55,bronze,28.85,Pix,1,0,3.0,31/01/2024,N
694,76.0,F,65,Prata,77.52,Cartão de Crédito,0,1,5.0,2024-01-30,N
1762,43.0,masculino,62,BRONZE,"R$ 43,13",Pix,2,1,3.0,13/09/2024,No
1465,70.0,F,37,BRONZE,49.53,Pix,1,0,3.0,2023-04-26,N
1755,56.0,feminino,43,bronze,41.79,Cartão de Crédito,2,2,2.0,2023-09-04,sim
1921,42.0,masc,52,OURO,154.71,Cartão de Crédito,1,1,4.0,16/02/2024,Não
2019,62.0,fem,38,OURO,175.59,Boleto,1,3,3.0,2021-05-18,não
1337,57.0,Feminino,3,bronze,52.5,Boleto,3,1,3.0,14/02/2024,Sim
158,52.0,feminino,16,Prata,94.72,Pix,0,0,4.0,2021-04-17,não
2119,51.0,Masculino,61,OURO,151.89,Cartão de Crédito,1,2,3.0,2023-06-27,S
306,26.0,masculino,9,Bronze,44.57,Pix,2,0,1.0,2021-02-07,Sim
657,65.0,fem,41,prata,75.42,  Cartão de Crédito ,1,2,5.0,10/05/2023,N
400,37.0,,28,ouro,,  Cartão de Crédito ,1,2,3.0,08/05/2023,0
799,37.0,F,31,ouro,157.98,Boleto,3,3,4.0,2021-11-23,0
2101,74.0,fem,20,prata,"R$ 79,86",Pix,1,1,2.0,19/03/2023,N
619,21.0,F,10,bronze,45.82,Cartão de Crédito,0,1,,16/10/2022,não
509,34.0,fem,52,Bronze,"R$ 34,37",Pix,1,2,5.0,2024-06-24,não
1636,51.0,Masculino,52,BRONZE,43.05,Pix,0,2,4.0,2021-04-05,N
737,63.0,F,55,bronze,"R$ 44,58",Cartão de Crédito,1,4,3.0,01/06/2021,No
2031,52.0,fem,6,OURO,"R$ 156,52",Pix,0,2,4.0,2021-10-15,N
1998,79.0,Feminino,9,ouro,150.84,Boleto,0,2,3.0,2023-04-02,0
1192,35.0,,38,Prata,82.11,Cartão de Crédito,0,2,2.0,30/03/2022,Não
868,69.0,masc,51,Bronze,37.76,Cartão de Crédito,1,4,4.0,2021-02-25,No
460,24.0,Feminino,12,bronze,46.35,Cartão de Crédito,0,1,5.0,10/08/2024,Não
1594,,Feminino,47,BRONZE,51.63,Pix,2,8,4.0,28/07/2022,1
63,40.0,fem,3,Prata,"R$ 105,64",Cartão de Crédito,1,5,2.0,15/06/2022,1
600,57.0,M,29,Prata,,Pix,0,2,3.0,2021-11-09,não
2103,28.0,masc,10,ouro,165.77,Boleto,1,5,5.0,01/08/2024,Não
1889,21.0,feminino,70,bronze,33.39,Pix,0,1,3.0,2021-02-27,Não
458,57.0,M,20,prata,104.28,Boleto,0,3,3.0,02/06/2022,0
1168,42.0,fem,21,prata,82.2,Cartão de Crédito,1,0,5.0,2022-02-09,Não
1118,54.0,Masculino,29,Bronze,55.89,Pix,1,0,5.0,09/11/2023,Não
871,46.0,masculino,31,Bronze,36.2,  Boleto ,1,1,3.0,2023-10-07,N
791,23.0,M,33,PRATA,84.13,Pix,1,4,5.0,14/11/2022,No
1940,30.0,F,36,prata,88.63,Pix,1,1,2.0,17/08/2021,0
1993,35.0,feminino,53,Prata,83.14,Pix,0,8,5.0,2022-05-22,não
761,28.0,fem,66,Prata,"R$ 86,88",Cartão de Crédito,1,4,4.0,2023-07-12,0
955,66.0,F,5,bronze,56.41,Boleto,2,0,1.0,05/05/2021,sim
651,48.0,M,14,bronze,"R$ 47,84",Cartão de Crédito,0,0,,04/02/2021,N
1477,48.0,masculino,27,Bronze,53.88,Cartão de Crédito,1,4,3.0,13/03/2022,sim
380,34.0,fem,41,OURO,163.06,Boleto,0,1,3.0,12/02/2022,N
565,73.0,feminino,15,BRONZE,"R$ 49,76",  Boleto ,0,5,4.0,2021-09-18,N
1531,23.0,masculino,52,Ouro,180.23,Pix,3,1,5.0,2021-05-24,Não
957,42.0,Feminino,55,Bronze,56.83,Pix,3,0,4.0,2022-12-07,No
742,65.0,F,67,Bronze,"R$ 31,79",Boleto,3,0,4.0,27/11/2023,Yes
1180,19.0,masculino,29,ouro,152.95,  Cartão de Crédito ,0,2,4.0,2024-05-01,No
232,71.0,masc,38,Prata,84.37,Boleto,2,2,4.0,24/12/2022,No
1445,26.0,Feminino,69,Bronze,"R$ 54,06",Pix,2,2,4.0,21/01/2022,Não
383,76.0,feminino,21,bronze,36.24,Cartão de Crédito,2,0,4.0,03/01/2023,não
1449,63.0,feminino,71,BRONZE,51.95,Pix,2,5,5.0,2023-12-26,N
73,46.0,masculino,22,Prata,95.89,Pix,0,0,4.0,04/03/2023,0
1095,38.0,feminino,14,prata,"R$ 78,62",Pix,1,3,2.0,2022-11-02,não
1591,63.0,Feminino,8,Bronze,60.8,Cartão de Crédito,0,2,4.0,2022-12-06,não
1904,33.0,feminino,2,BRONZE,56.92,Pix,0,1,5.0,22/07/2022,N
172,23.0,F,59,Bronze,"R$ 64,41",Cartão de Crédito,1,3,5.0,2024-03-23,não
1412,52.0,Masculino,49,Bronze,"R$ 46,33",  Cartão de Crédito ,1,7,4.0,24/08/2022,Não
169,38.0,feminino,12,bronze,49.31,Boleto,1,0,4.0,2021-07-30,N
1230,35.0,masculino,22,ouro,163.64,Cartão de Crédito,1,0,5.0,2023-11-18,0
273,27.0,masculino,30,Prata,93.57,Pix,0,1,2.0,2023-07-09,No
421,75.0,Feminino,61,Ouro,157.14,Pix,2,3,1.0,15/06/2021,Sim
1119,62.0,Masculino,19,bronze,31.85,Cartão de Crédito,2,1,3.0,2023-10-13,não
1629,42.0,masc,49,ouro,152.34,Cartão de Crédito,0,0,3.0,22/07/2021,sim
2025,22.0,M,56,bronze,42.98,Boleto,1,0,4.0,2022-01-15,não
1067,75.0,fem,53,BRONZE,42.41,Pix,1,3,3.0,2022-04-26,não
57,51.0,F,57,Ouro,148.28,  Cartão de Crédito ,1,1,5.0,19/07/2023,Não
1128,57.0,feminino,15,ouro,"R$ 165,72",Cartão de Crédito,2,1,5.0,2023-11-16,N
1446,20.0,M,38,PRATA,"R$ 94,67",Cartão de Crédito,0,1,3.0,06/05/2021,N
1402,32.0,fem,44,BRONZE,40.11,Cartão de Crédito,1,0,3.0,2022-10-29,Não
1540,56.0,masculino,60,bronze,52.41,Cartão de Crédito,1,2,3.0,27/03/2022,Yes
39,35.0,masculino,34,BRONZE,"R$ 38,16",Cartão de Crédito,2,0,3.0,11/03/2023,1
307,36.0,F,33,Ouro,"R$ 164,46",Cartão de Crédito,0,1,5.0,2024-02-26,não
7,23.0,M,10,PRATA,"R$ 85,24",  Cartão de Crédito ,3,0,,2024-07-13,No
1105,36.0,,9,PRATA,95.85,,1,1,5.0,2023-04-18,Não
783,25.0,Masculino,57,Bronze,39.52,Cartão de Crédito,2,0,3.0,2021-04-20,N
409,75.0,masc,38,Prata,94.6,Pix,2,1,4.0,29/09/2024,No
1370,57.0,F,18,Bronze,47.54,Cartão de Crédito,0,8,5.0,2022-09-22,No
782,57.0,masc,5,bronze,51.78,  Pix ,2,0,2.0,20/03/2022,Sim
1191,43.0,fem,18,BRONZE,39.37,  Pix ,0,0,3.0,2024-04-20,N
535,53.0,feminino,32,bronze,29.42,Pix,1,0,5.0,02/05/2024,No
584,21.0,masculino,60,BRONZE,40.67,Pix,1,0,,23/12/2023,Yes
2147,28.0,Feminino,4,prata,"R$ 89,27",  Boleto ,1,3,2.0,09/02/2023,Sim
2165,77.0,Feminino,42,PRATA,97.76,  Boleto ,2,0,3.0,02/06/2021,No
1704,30.0,Masculino,1,PRATA,91.8,  Cartão de Crédito ,4,1,3.0,08/07/2022,Yes
1476,36.0,F,31,ouro,159.57,Cartão de Crédito,0,0,4.0,2021-10-24,No
1614,60.0,masculino,32,Bronze,58.0,  Boleto ,3,4,,2022-03-28,N
1706,71.0,,55,Prata,96.91,Pix,0,2,2.0,2024-03-25,Sim
814,35.0,feminino,53,PRATA,,Pix,0,7,4.0,2024-07-22,No
317,63.0,fem,50,Bronze,39.67,Boleto,0,1,4.0,2023-10-01,sim
1539,61.0,masc,48,PRATA,"R$ 74,17",Pix,1,2,3.0,2022-07-11,Não
2055,62.0,Feminino,25,Ouro,153.47,Cartão de Crédito,2,0,,2023-09-01,Não
517,72.0,feminino,31,PRATA,89.68,Pix,1,1,4.0,30/03/2021,No
1282,138.0,,18,PRATA,83.23,Boleto,0,2,4.0,09/03/2023,N
1996,18.0,masc,36,Prata,"R$ 90,83",  Cartão de Crédito ,0,0,3.0,2024-10-15,Não
534,35.0,feminino,16,Bronze,"R$ 34,47",Pix,0,3,3.0,29/12/2022,Sim
1298,59.0,feminino,34,Prata,93.69,Pix,2,5,4.0,31/03/2021,No
1260,67.0,M,29,PRATA,91.97,Boleto,0,0,4.0,2024-02-04,No
272,19.0,Feminino,8,OURO,165.14,Boleto,3,1,2.0,18/07/2023,1
549,49.0,F,30,Prata,96.95,Pix,4,0,,17/08/2021,No
965,76.0,M,10,PRATA,97.23,Boleto,1,4,2.0,23/07/2022,Sim
2032,28.0,Feminino,66,Bronze,53.12,Cartão de Crédito,3,2,2.0,25/12/2021,S
1953,22.0,masculino,65,Bronze,46.93,Pix,1,0,3.0,05/07/2023,não
